,Date,Username,Tweet
503,2022-05-24 19:06:25+00:00,marcberman,Silence is not golden. I will not stop until the money is refunded. We must all be aware of what Citibank has done. https://t.co/uWfdn0wD2V
504,2022-05-24 19:06:03+00:00,f_castro_primoy,@Plaid fix your shit with @Citibank already!
505,2022-05-24 19:01:12+00:00,JBLHComms,@marcberman @Citibank https://t.co/x8BQBtKD31
506,2022-05-24 19:00:16+00:00,FreeThinker_Arg,"@sashapak_ @eltano_ar De hecho, así surgió el logo de Citibank:
https://t.co/mqOpbNslW9 https://t.co/Q1UwbQNtvy"
507,2022-05-24 18:44:15+00:00,TheTimHunter,"Citibank is not only one of our biggest environmental polluters, they also were one of the major financiers that pushed for the U.S. to invade Haiti. https://t.co/OBsjkLKvdc"
508,2022-05-24 18:34:23+00:00,marcberman,Jane Fraser and all the top executives at Citibank...YOU NEED TO DO BETTER. Your financial organization must stop blaming innocent victims of wire fraud. You must learn how to stop this epidemic. You must resolve this with us. Fix this! @Citibank @Citibank
509,2022-05-24 18:31:38+00:00,ExilePasta,"@Citibank Whatever this is, it's horrible."
510,2022-05-24 18:22:04+00:00,TheRealSnavey,Citibank needs to pay back Haiti it’s stolen money https://t.co/SeFWGNygmb
511,2022-05-24 18:11:46+00:00,1stunnamansam,Damn who got citi bank or hsbc? Talk to me 💰
512,2022-05-24 18:08:23+00:00,UgLadyLawyer,"@JoelBiyinzika Yes I would support it if the whole bailout was structured properly. Perhaps the shares can be listed on Uganda Securities Exchange afterwards 🤔. USA bailed out so many of its giant wallstreet companies during the credit crunch in 2008 including but not limited to Citibank, AIG"
513,2022-05-24 18:08:06+00:00,chadmandelbaum,Never again will I get a @Citibank credit card. God forbid you get fraud charges you cannot speak to someone who can help get them removed. No one speaks understandable English and calls to customer service keep dropping. @AmericanAir this is your branded credit card!
514,2022-05-24 18:00:02+00:00,Citibank,Did you know you can see a breakdown of your recent spending by category within the Citi Mobile® App? You can download the app here: https://t.co/Z4juMT4CU2 https://t.co/K6eS0SbxTx
515,2022-05-24 17:58:54+00:00,rophysjpeg,"@AskCiti Hi Citi bank, thank you for responding. I just wanted to ask how and when are you going to repay back Haiti ?You took a lot from the country to become as big as you are now."
516,2022-05-24 17:44:32+00:00,ArturoJoseParr3,"@RafaelRamirezC @ImauMaracaibo_ @imamaracaibo_ Ciudadano alcalde de Maracaibo.  ""Lo felicitó por excelente gestión. En edif citibank existe una guaridad de delincuentes qué tienen azotada toda la zona.desvalijando carros en lo estacionamientos de edificios. Solicité sea cerrado o .derribaron."
517,2022-05-24 17:40:53+00:00,LoriSarian,@WWNLennyLeonard @Jim21572663 @nytimes @Citibank step up! Make reparations. @POTUS step up! Make reparations.
518,2022-05-24 17:39:39+00:00,AndTartary,"T&amp;G Building in Perth, Australia, where the Citibank House now stands. https://t.co/wlUDy7zpWQ"
519,2022-05-24 17:37:56+00:00,liam_dutan,"Just gonna put this out there for struggling fellow Americans. If you have debts with the following; Bank of America, Citibank, JP Morgan, Wells Fargo, American Express, Capital one, Discover, HSBC, Target, GE Money. You maybe entitled to a settlement of your outstanding balance."
520,2022-05-24 17:33:07+00:00,CaillouTrades,"No way they would stick you with the bill. This true?  @BestBuy $BBY
@Citibank  $C ??? https://t.co/Sw5ZP1OTF2"
521,2022-05-24 17:31:25+00:00,KiBlizzz,This is great news! Now how do we get rid of CitiBank? https://t.co/9MstT8DRHM
522,2022-05-24 17:22:19+00:00,k3books,"#wef
correction to CEO of @Citibank
Two years of covid spending.
Two years of reduced productivity. reducing  tax revenues,  reducing GDP
increase QE and debt.
 and the war in Ukraine will trigger recession globally not just in Europe. 
@10DowningStreet https://t.co/X3I5cJ6c0U"
523,2022-05-24 17:21:18+00:00,Ahmetturanyldz_,"Amerika Başkanı Wilson, Ulusların kendi kaderini tayin özgürlükçü eşitlikçi ve hak hukuk nezdinde prensip yayınlarken, Haiti halkından çaldığı altınları ve gösterdiği zulümlerle Dünyaya özgürlük ve demokrasi dağıtıyormuş. Peki O altınlar nerede bugün Citi Bank,Wall street'te⤵️ https://t.co/zkyHxm9TEA"
524,2022-05-24 17:15:40+00:00,TheBluePanda44,"@Period_Fart @BestBuy @Citibank @Lowes @CapitalOne Disgusting, right?"
525,2022-05-24 17:13:35+00:00,Period_Fart,@TheBluePanda44 @BestBuy @Citibank @Lowes @CapitalOne Best Buy and Citi actually MADE MONEY from this fraudulent transaction!!!
526,2022-05-24 17:07:39+00:00,_Pastel,"@sangarciacorre @BetaKong05 @MansoBestia Yo era cliente del Citibank y cuando lo compró Santander hicieron un desastre. Vivo en Caballito y me mandaron a la sucursal de Olivos, jajaa. Un desastre."
527,2022-05-24 17:06:01+00:00,NadinePelletie9,@meghan_chism @Citibank @Chase Yes and they confirmed https://t.co/cHmMgGUiJp
528,2022-05-24 17:04:41+00:00,TheBluePanda44,"Update: Scammer thieves charged $500 to my @BestBuy credit card issued by @Citibank - and I was forced to pay it in full. Since then, I have purchased roughly $11,000 in appliances and electronics - from @Lowes - on my @CapitalOne card.

Hope the $500 was worth it.
#NeverAgain https://t.co/xlbgFmhNNs"
529,2022-05-24 16:58:29+00:00,Azalea56576231,"He never harmed his country. 🥲 
Corruption, misuse of public funds, Citibank accounts, Swiss bank money laundering case, murder cases, mr 10%, surrey mansion , fake accounts, thatta water supply case and what not. BUT He NevEr haRmed His CounTry 🥲❤️ #ImportedGovernmentNaManzoor https://t.co/UdMI5ghNcq"
530,2022-05-24 16:57:29+00:00,nusha_sharma,"Hi @Citi @Citibank facing issues with my credit card which was blocked years back. I can still see an outstanding amount in the card! What fraud deductions are taking place on my card.
@Citi @Citibank"
531,2022-05-24 16:51:09+00:00,disaster_lawyer,"#Restitution
@Citi @Citibank 
#Haiti https://t.co/OR7gEFwWtl"
532,2022-05-24 16:49:44+00:00,UcraniaOtro,"El pronóstico elaborado por analistas de Citi Bank,  calcula que 27 países de la UE envían $200 millones a Gazprom todos los días. 
Mientras China, India, Turquía, entre otros, se benefician con precios comparativamente más bajos que los precios que paga Europa,"
533,2022-05-24 16:44:02+00:00,blicker77,@Citibank I get a chub everytime I see that
534,2022-05-24 16:34:03+00:00,Lovemynft,"AMAZING to see! #BREAKING #Citi #Bank is working on a #CBDC and #Tokenized Citi cash
This should be interesting! Imagine buy the Bank's #Cryptocurrency... #Bitcoin and CitiCoin or JPMCoin
https://t.co/QXNBgEz5Z9

#Crypto #cryptotrading #cryptocurrencies #CryptoNews #ETH #BNB #ADA"
535,2022-05-24 16:27:25+00:00,Bassam_Khawaja,"Did not realize it was @Citibank's predecessor that urged the US to invade Haiti—where it killed thousands, controlled its finances for 30+ years, shipped a big portion of its wealth back to wall street, and left many starving. When are reparations? https://t.co/ZWQDjN1URx"
536,2022-05-24 16:24:37+00:00,enrologyjob,"📢Citibank Careers Announced Job Opportunities in UAE – 2022:
🔰Read Job Details:
👉 https://t.co/rHCGEIa23e

#job #enrology #recruitment #careers #jobsearch #jobportal #jobs #vacancies #EnrologyJobPortal"
537,2022-05-24 16:13:48+00:00,marcberman,"You work hard, you try to raise your children with the same values, and then your once trusted financial institution, Citibank, treats your child, a victim of a cyber crime, like a criminal. @Citibank @Citi"
538,2022-05-24 16:13:18+00:00,AlfCarlsson10,"@KentEklund Förstå vilken maktdemonstration USA gör genom Citibank. Med 2% och manskap ska Sverige anslutas till USA:s proxykrig mot Ryssland. En enkel knapptryckning, så tappar pensionerna 30% https://t.co/NAeQD3XV0K"
539,2022-05-24 16:12:50+00:00,avinish1485,@kushals36422188 @HSBC_IN @vjrungta Realy dissettisfy with work done by hsbc citi bank is far better then hsbc as client support
540,2022-05-24 16:10:30+00:00,XIAMJASONRAJX,"Urgent Hiring for Desktop Support Engineer
Location : Menara Citibank KL
Requirements : Diploma/Degrees in IT, interested kindly DM me for further info."
541,2022-05-24 16:07:32+00:00,Yatchzen,"why citibank had to update their website.. their transfer button is broken, cant enter proper numerics 🙃"
542,2022-05-24 16:04:53+00:00,cbridgepepper,@lefoudubaron Citibank had a finger in the pie!
543,2022-05-24 16:00:05+00:00,inprepaidcard,IndianOil Citibank Titanium Credit Card is a Non-Reloadable Mastercard and Visa - Looking for #prepaidcreditcard? https://t.co/qFlbnjxAxa
544,2022-05-24 15:56:21+00:00,akshatsingh80,Citi never sleeps and may never let's customers also sleep peacefully. @InterMiles @Citibank https://t.co/h7UG8dr7XK
545,2022-05-24 15:56:02+00:00,marcberman,I cannot bring myself to go back to Citi Field after what Citibank has done to us. @Citibank @Citi https://t.co/xRvThb3zkm
546,2022-05-24 15:53:25+00:00,MerkeziKayitTur,"7. TSPB Altın Boğa ödüllerinde, Saklama Faaliyeti kategorisinde, Yabancı Yatırımcı Saklama Bakiyesi Lideri-2021 seçilen #Citibank’a ödülünü MKK Genel Müdür ve Yönetim Kurulu Üyesi Sn. Ekrem ARIKAN takdim etmiştir.
#MKK #TSPBAltınBoğa https://t.co/ytG3k8l8M5"
547,2022-05-24 15:52:43+00:00,marcberman,Pain and agony...that is what Citibank has caused us. Since when do you wire out $26k without the appropriate verification? @Citibank @Citi https://t.co/LFVUts2yCj
548,2022-05-24 15:51:23+00:00,LyndaLWilkerso2,"@HodaAndJenna @laineywilson @Citibank Love you @laineywilson ! Love your new song, “Heart Like A Truck”!!"
549,2022-05-24 15:49:22+00:00,Cudntpikupaname,The @InterMiles program is a completely fraud program . I transferred 14k points from @Citibank cart . It turns out that even after using all the points i have to pay more than paying just by cash . @CitibankIN is of no help
550,2022-05-24 15:40:50+00:00,oldmancozy,that’s nice we are sharing this article…can we press Citibank now??
551,2022-05-24 15:33:49+00:00,ARASSJABBARY,@Citibank ماعرفنا هي رياضة لو وضع سكسي
552,2022-05-24 15:32:16+00:00,tanhnanchya,"ตอนที่เราไป ทางร้านมีโปรฯ คือถ้าจ่ายด้วยบัตร Citibank จะได้ Panna Cotta เป็นของแถม เนื้อเนียนนุ่มหวานกำลังดี ตัดเลี่ยนด้วยเบอร์รี่ต่างๆ ข้างบน ปิดท้ายมื้อได้ดีงาม

ร้านมีที่จอดรถค่อนข้างเยอะเลย มาจอดได้สบายๆ

พิกัด https://t.co/ZIXMMRWBbl https://t.co/IHl4teji92"
553,2022-05-24 15:30:15+00:00,RawTravelTV,@marcberman @Citibank @Citi Cut up my @Citibank credit card yesterday. Felt really good!
554,2022-05-24 15:26:24+00:00,YETICOWBOY_,@lukebryan @BayerUS @Citibank @FarmlandFoods @Fendt_NA @RileyGreenMusic @jamesonrodgers @ThePeachPickers @djrockd11 Is @lukebryan gay? https://t.co/k1EWCks2YI
555,2022-05-24 15:26:06+00:00,meghan_chism,@NadinePelletie9 @Citibank @Chase So that’s why these assholes put a 7 day hold on the check in my account 🙄😠
556,2022-05-24 15:15:03+00:00,MasterOfEcon,Onlarin #citibank i varsa bizimde Allahimiz var :)
557,2022-05-24 15:06:18+00:00,MedusaGorgon___,"The rep said Thank you! As I can see it seems a glitch at our end,
as your account was not overdrawn, however let me
reverse it….. @citibank"
558,2022-05-24 15:05:52+00:00,anytimeFXmetal,"#OMFG This is worst than 2008 on steroids! what if #Capitolis fail, bailout all over again! Banks are not taking the risk instead they take the capital out for other people to take the risk. I am shorting #JPMorgan #Citibank and #FED is the complicit in this crime #bailout"
559,2022-05-24 15:04:45+00:00,MedusaGorgon___,"Shame on you @citibank how are you guys going to tell me that there was a glitch in the system, take my funds then tell me I can’t have my money back"
560,2022-05-24 15:02:50+00:00,AskCiti,"@ManishC28134868 Hello Manish, thank you for reaching out. I'd like to help. To request assistance from our Citibank India team, please follow this link https://t.co/ras5DDX0RV. ^Jocelyn"
561,2022-05-24 14:57:24+00:00,partfluency,Merge with Verizon and Citibank then. Why got gotta have Santander and Telefónica? Prick. https://t.co/hRBAW6S9j5
562,2022-05-24 14:56:31+00:00,rods_username,@Degentraland @doodles @BoredApeYC Replace Goldman Sachs with Citibank and you got yourself a new intern 😉
563,2022-05-24 14:54:50+00:00,HodaAndJenna,.@laineywilson crushed her performance of “Heart Like a Truck” this morning! #citimusicseries @citibank https://t.co/CdV5A23KrF
564,2022-05-24 14:50:21+00:00,prettylilny__,NEVER use @Citibank they are some fucking scammers. I see why people be using they banks to bust accounts. They are dumb asses behind the phone trying to give people the run around. i’m livid.
565,2022-05-24 14:48:35+00:00,Prof_Kennedy,At the least. REPARATIONS @Citi Bank. Read this https://t.co/PUUbYBL82S and see if you can disagree with @patrickgaspard.  You can't with integrity. He is #SeekingJustice as we all ought.
566,2022-05-24 14:43:26+00:00,amyhagopian,"Thanks to great journalism and a long trail of strong work by historians, we now know more about Debt, Coups &amp; Colonialism in Haiti:  France &amp; U.S. Citibank Urged to Pay Reparations for Destroying Nation https://t.co/c9H0kPAB0U via @democracynow"
567,2022-05-24 14:34:38+00:00,AgendaGeorgia,"Georgia's investment environment and a strategy for transforming the country into a multifunctional regional hub were the key topics of a meeting between Georgian PM and Citibank Vice Chairman of Banking, Capital Markets and Advisory.

https://t.co/gonf1NW56j"
568,2022-05-24 14:31:13+00:00,SayantanChoud14,"@Citibank @Citi Bought a Mobile Handset on EMI from @Flipkart on 12th of this Month,still the AMOUNT not converted into EMI VALUE, why?"
569,2022-05-24 14:29:13+00:00,AskCiti,"@kiruba_aravind Hi Deva, saw your tweet re: Citibank. For assistance with Citi India account, please fill out the information at https://t.co/ras5DDX0RV. Our team in India will arrange to follow up in about 48 business hours. You may also contact Citiphone at https://t.co/PfweIN5AAQ. ^Jovit"
570,2022-05-24 14:26:26+00:00,nhpfister,"@madanboukman @Citi @Citibank They really hated Haitians (still do) for freeing themselves and defeating the oppressors. They needed to show the oppressed all over the world that freeing yourselves won't work but the people of Haiti have done it once, they can do it again."
571,2022-05-24 14:25:04+00:00,tspborgtr,"Türkiye Sermaye Piyasaları Birliği tarafınca düzenlenen 7. TSPB Altın Boğa ödüllerinde, Saklama Faaliyeti kategorisinde Yabancı Yatırımcı Saklama Bakiyesi Lideri-2021 seçilen @Citibank'ı kutlarız. 

#TSPB #TSPBAltınBoğa #Citibank https://t.co/x8ci7TPKzx"
572,2022-05-24 14:22:29+00:00,youngdavescott2,@cryptogems555 Not gonna miss this one
573,2022-05-24 14:15:31+00:00,manicfairydream,i hope citibank pulls out next
574,2022-05-24 14:13:13+00:00,jmhamiltonblog,Be sure and bank with the racists at @Citibank ... stop in today???
575,2022-05-24 14:10:40+00:00,BdotHndrxx,"Fuck citi bank Ima say it every day, weak ass firm"
576,2022-05-24 14:08:57+00:00,KleimanIntCon,"#Haiti finance drain 30 yrs US control, predecessor @Citibank 1/2 forced foreign debt position https://t.co/vja52eH7DF. 1900s 5% revenue Washington steer, foreign land own pry vast plantations cheap labor. #France prior bank CIC study history compensate claim. #EmergingMarkets"
577,2022-05-24 13:56:47+00:00,PS25_9,"@SnodovenHakeem Sa pa gen lontan citibank kite Haiti non
Bagay avanyè la wi
Yo ap souse nou lontan wi"
578,2022-05-24 13:52:52+00:00,AskCiti,"@FLKFluke Hi, saw your tweet re: Citibank. Please feel free to send a DM if you need our assistance. Make sure to include details of the issue, your account type and country where it was opened (no account numbers or PINs). Thank you.  ^Jovit https://t.co/gvC4jAOA9c"
579,2022-05-24 13:46:48+00:00,huggjea1,@moniclesca @Citibank Se mem franse ak ameriken sa yo kap pran poz ke yo se bon moun nan le monde  e kap vinn di nou sa pou nou fe lakay nou. Aba  Core group deklare yo perssona non grata = personn endezirab .
580,2022-05-24 13:42:39+00:00,keithjo24724722,@BriscoeCain @Citibank Just to pile on: your parents named you Briscoe!
581,2022-05-24 13:38:51+00:00,FLKFluke,Citibank เป็นเหี่ยอะไรต้องให้กเ OTP ก่อนคุยกับ Call Centre ควยเหอะ ก็กูจะโทรไปเรื่องนี้ไหมอีเหี้ย
582,2022-05-24 13:35:40+00:00,Alainlobog,@connectionivoir @cic @Citibank Arrêtez de tout ramener au FCFA. Nous parlons de #Haïti. Ce pays que j’ai visité est très pauvre. La première faute aux pillages français et américains. La seconde à une classe politique très corrompue qui ne fera rien pour voir changer les choses.
583,2022-05-24 13:34:37+00:00,smhylmz23,@mehmet_onal_eks @enerjimizi Kanal tepesinden beridir citibank satıyordu. Bugun sonunda alım tarafına geçti azda olsa bakalım kanal dibinde alım yapmadı güzel ama ne kadar ciddi önümüzdeki günlerde görürüz
584,2022-05-24 13:28:14+00:00,Susanyah2,Absolutely nothing but read a script. TAKE YOUR MONEY OUT OF THESE BANKS. #illegal #citibank #uhaul #racism #discrimination #thieves
585,2022-05-24 13:21:44+00:00,NadinePelletie9,@Citibank please tell me why my bank @Chase says these class action lawsuit checks from Facebook are bouncing and will not deposit mine.
586,2022-05-24 13:21:08+00:00,connectionivoir,"@Alainlobog @cic @Citibank Certains pays comme les Pays-Bas ont même tenté de multiplier leur territoire par 2 en planifiant d'annexer une bonne partie de l'Allemagne. Pour revenir à Haïti, le système CFA à les mêmes conséquences pour nos pays…le temps nous le confirmera...Combien nous doit la FR ?"
587,2022-05-24 13:17:45+00:00,CardRates,Citibank deserves respect for its credit card lineup that provides consumers with good value. Here’s a review of its offerings. https://t.co/Pl1h9wEfTz
588,2022-05-24 13:16:39+00:00,buletin_my,"CompareHero (MY): Citibank New Dyson Supersonic™ hair dryer RM2,099 OR RM1,500 DuitNow https://t.co/EHUu3FZx2H https://t.co/YaCzsbB3Ex"
589,2022-05-24 13:15:02+00:00,martingilliard,"CitiBank says it sees tremendous potential in the metaverse. They say the metaverse is a potential $8-$13 trillion opportunity by 2030, with as many as 5 billion users.

https://t.co/wBFkun5c0o

#CitiBank #metaverse #fortune"
590,2022-05-24 13:12:20+00:00,Alainlobog,"@connectionivoir @cic @Citibank L’Allemagne avait perdu la guerre. Les vainqueurs lui fit payer contre son gré. Les mêmes vainqueurs l’avaient aidé à se reconstruire. 
Quant à #Haïti, la France et les USA l’ont l’empêché de se développer en lui dérobant ses richesses. #CIC #CITIBANK."
591,2022-05-24 13:08:07+00:00,buletin_my,Ringgit Plus (MY): Credit Card Citibank Flash Deal - iPhone 13 https://t.co/s7a80LUfNY https://t.co/uLgRe6vUqy
592,2022-05-24 13:07:34+00:00,connectionivoir,@Alainlobog @cic @Citibank 😇20 mille milliards de D marks
593,2022-05-24 13:02:10+00:00,buletin_my,Ringgit Plus (MY): Citibank Personal Loan https://t.co/QJQE94QN77 https://t.co/JttLWVqcUB
594,2022-05-24 13:00:02+00:00,E15news,"Současné šéfce evropských aktivit @Citibank, Kristine Bradenová, se zamlouvá, že se z tuzemských firem stávají globální hráči. Nakolik významný je pro Citi region střední Evropy? Čtěte v rozhovoru od @JKrejci_ 
👉 https://t.co/tCnUCIvgRa"
595,2022-05-24 12:58:28+00:00,gokulockman,@RealityBent @Citibank Yeah let's destroy our economy and back unsustainable electric vehicles instead. Sounds like someone needs an education on where most of our electricity comes from.
596,2022-05-24 12:55:36+00:00,Alainlobog,@connectionivoir @cic @Citibank Combien l’Allemagne a-t-elle payé pour réparer ses torts?
597,2022-05-24 12:55:30+00:00,AskCiti,"@BorysPawlowski Hi Borys, I apologize for the frustration this has caused. I would like to help. To better assist can you DM us with the type of account you have with Citibank and the country your account was opened in. No account numbers or PINs in your response. ^Donnie https://t.co/gvC4jAOA9c"
598,2022-05-24 12:54:06+00:00,Alainlobog,@mosbishen @cic @Citibank De nombreux conflits ont bien été réparés. L’histoire est si récente. Les responsables des pillages sont encore là! Leurs profits également. Haïti doit être l’exemple qui réconcilie Afrique - Amériques et Europe sur la nécessité de réparer des torts causés.
599,2022-05-24 12:51:46+00:00,English_tutor01,Identify an article: CitiBank backup tapes lost https://t.co/qg5FoqXy4k
600,2022-05-24 12:51:27+00:00,connectionivoir,"@Alainlobog @cic @Citibank Combien ? 100 milliards, 500 milliards, 1000+ milliards de dollars de dommage à Haïti ?"
601,2022-05-24 12:48:23+00:00,MildaPokorny,"@KarelDuris čištění chybných potisků na reklamních zapalovačích, prováděno technickým benzínem, hlava se mi dost motala

další zajímavé: 
- podržtaška na srazu velvyslanectví v hotelu International v Dejvicích
- třídění složek majitelů kreditních karet u Citibank (dost jsem se dozvěděl)"
602,2022-05-24 12:45:53+00:00,Ananto21Ananto,@Citibank kartu sudah saya tutu di bulan oktober 2020 kenapa ada tagihan lagi?????? Cs Citibank di tlp sibuk terus ya? #citibank @ojkindonesia https://t.co/QWaRfqwP2w
603,2022-05-24 12:45:44+00:00,DhillonHariGTA,"@Citi Bank controlled Haiti's treasury, earned millions from loans #Haitian didn't want. US Army was only a call away to impose the loan &amp; then ensure its repayment. Citi refused to share its archives as #France hire scholars to advise them #Haití 

 https://t.co/7V3dKXj5Bi"
604,2022-05-24 12:44:31+00:00,mosbishen,@Alainlobog @cic @Citibank Doit-on réparer tous les conflits de L'HISTOIRE. Sommes-nous comptables des dynamiques qui ont guidées nos... Ancêtres ?
605,2022-05-24 12:39:31+00:00,CesariLaurent1,Citibank contre CIC. https://t.co/h8dYDb5SR0
606,2022-05-24 12:39:04+00:00,Alainlobog,"A l’origine du sous-développement d’#Haïti, deux pays : France et USA; deux banques : CIC (@cic) et CITIBANK (@Citibank). 
Les Etats-Unis et la France doivent réparer les torts causés à #Haïti.
Les Haïtiens doivent enfin se réveiller. https://t.co/k4XFNsY5nO https://t.co/eCfwl3i3I2"
607,2022-05-24 12:38:18+00:00,truthrod,@Citibank Billionaires and bankers harm the planet more than anything else https://t.co/PFwvTaqRPs
608,2022-05-24 12:32:10+00:00,truthrod,@Citibank But eating billionaires is the best path https://t.co/W1fICQvn7L
609,2022-05-24 12:30:00+00:00,dealshop999,"💿 Synology 4 bay NAS DiskStation DS920+ (Diskless), 4-bay; 4GB DDR4

M.R.P.: ₹1,10,000.00
⚡ Deal Price: ₹51,000.00 (54% OFF)

+ 10% Instant #Discount with SBI, Citibank Credit and Debit Cards 

Link: https://t.co/1dp7wUEcYx"
610,2022-05-24 12:28:37+00:00,AskCiti,"@vgarg1 Hello Vishal, Welcome to Citibank U.S. Based on your post, you need assistance from Citibank India. Please complete the link below and our Citi India Partners will reach out within 48 hours: https://t.co/ras5DDX0RV  ^Rita https://t.co/gvC4jAOA9c"
611,2022-05-24 12:18:26+00:00,AskCiti,@sunil76205556 Hello Sunil. Thank you for reaching Citibank U.S. We would like to see if we can help. Please click on the link to DM and confirm your card or account type and country. Do not include any account numbers or PINs. ^Rita https://t.co/gvC4jAOA9c
612,2022-05-24 12:10:17+00:00,AnjelinaVM,"@Citi @Citibank is cheating customers
So many hidden charges are being applied and money being charged even when cvv was not provided
The helpline given in the app never connects and customer support never replies to emails"
613,2022-05-24 12:07:28+00:00,MSIndiawala,@NikkeiAsia @CitiUAE @Citibank @Citi https://t.co/jceKTdyvxQ
614,2022-05-24 12:02:07+00:00,tgdealsofficial,"[For Citibank Card] 
Dell New Inspiron 5410 2in1 Laptop Intel i5-1155G7, 8GB, 512GB SSD, Win 10 + MSO'19
offer ₹ 64574
mrp ₹ 89564
Apply Rs.500 Coupon
https://t.co/AdbTzBYJnJ"
615,2022-05-24 11:40:24+00:00,Sunil_Upad21,"@BlueDartCares @Citi @Citibank Again bad service my parcel not delivered, 

Is that height of bad bad service. Who is responsible Why this happening again and again... 

Why my parcel still not delivered as delivery date is 23 if may. 

Do i need to tweet everytime. What a bad service. https://t.co/GiAmL5WULP"
616,2022-05-24 11:31:40+00:00,epocanegocios,"O executivo de 73 anos, que teve uma careira ""extremamente intensa"" no Citibank, diz que precisou se proteger para sobreviver à selva corporativa. ""Eu tinha que matar dois leões por dia e um elefante à noite""

https://t.co/A5j3KGnOdy"
617,2022-05-24 11:30:42+00:00,AskCiti,"@mpolixenidis Hello. To reach Citibank Ireland Customer Service, please dial +353-1-622-2000. This can be found by following the link we previously provided: https://t.co/55l3LarcAi Thank you. ^Gloria https://t.co/gvC4jAOA9c"
618,2022-05-24 11:30:05+00:00,adt007ad_,"In #Scam1992 Hansal Mehta totally whitewashed the role of Chidambaram and put the entire blame on some random baba and Citibank.

Guess who is going to be whitewashed in #Scam2003 https://t.co/Qo5O8n6Oro"
619,2022-05-24 11:29:14+00:00,TanmayNayak07,@Citibank @Citi @AskCiti .. Two people are taking credit card applications and afterwards their respective phone numbers were switched off. They were giving some duplicate headsets as complimentary and out of communication now. It happened with us in our office yesterday.
620,2022-05-24 11:27:55+00:00,theeAngryBirder,At what point do we call @CitiBikeNYC’s advertisement of ebikes a bait and switch? There are NONE @NYCBikeLanes @TransAlt @lyft @AskLyft @Citibank @MarkLevineNYC @NYCComptroller https://t.co/7rbKfbnkqP
621,2022-05-24 11:27:20+00:00,clarinette02,"Working with Barclays is such a relief after years of suffering low service and not branch with Citibank. My card still doesn’t work, after 2 years of calling to be told all is good."
622,2022-05-24 11:26:57+00:00,gtreview,"This closing discussion at #GTRIndia 2022 considered the next steps for businesses, financiers and policymakers to support India’s international #tradegrowth.

💬 @IFC_org @Citibank @StanChart @TradeAssets @ICCIndia_Delhi

#TradeCorridors https://t.co/uAhLCI7a02"
623,2022-05-24 11:10:26+00:00,Amazingdeals360,"KENT RO + UF + TDS Control, 8 L Water Purifier + Kent 1500-Watt Electric Kettle@ 10270

https://t.co/kyTk1uecBN

Rs.9243 with CITI Bank Cards."
624,2022-05-24 11:10:15+00:00,vivek_bora,"KENT RO + UF + TDS Control, 8 L Water Purifier + Kent 1500-Watt Electric Kettle@ 10270

https://t.co/tICgC9kU8I

Rs.9243 with CITI Bank Cards.

#BaaziJeetKi"
625,2022-05-24 11:09:44+00:00,Ecomlootdeals,"KENT RO + UF + TDS Control, 8 L Water Purifier + Kent 1500-Watt Electric Kettle At  10270

https://t.co/i7bpBYKaZ1

Rs.9243 with CITI Bank Cards."
626,2022-05-24 11:09:34+00:00,dealsandalert,"KENT RO + UF + TDS Control, 8 L Water Purifier + Kent 1500-Watt Electric Kettle@ 10270

https://t.co/XEenm2NCyz

Rs.9243 with CITI Bank Cards."
627,2022-05-24 11:06:20+00:00,wgospodarce,"Jacek Sasin: Citibank zadeklarował udział w przygotowaniu polskiego planu inwestycji w atom i OZE wraz z planem finansowym, który mógłby zostać przedstawiony instytucjom finansowym w celu pozyskania środków

https://t.co/4YswXpzWPo"
628,2022-05-24 11:05:54+00:00,PipesKent,Boycott Citibank until reparations are made! https://t.co/pQwMSGvE2A
629,2022-05-24 11:01:03+00:00,SmartGizmoDeals,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage) at Rs.8999 (MRP 12999) + Instant Discount upto Rs.1500 with HDFC Bank / Citibank Cards

https://t.co/9ry1FJwmfr"
630,2022-05-24 10:55:03+00:00,CarolSt77873918,"Financial system is on the brink of collapse. FEDERAL CARTEL. JP MORGAN ,CITI BANK &amp; BANK OF AMERICA. BOYCOTT THEM .. THE CENTURY LONG PYRAMID SCHEME. https://t.co/utnW6Us2W5"
631,2022-05-24 10:40:12+00:00,sneha_pawaskar5,This is yet to get resolve. Log in credentials not working. Why it is not unblocked yet? @AskCiti @Citibank @Citi @citi
632,2022-05-24 10:34:48+00:00,realworldrj,"If course it was Citibank that did it: “Under heavy pressure from National City Bank, Citigroup’s predecessor, the Americans elbowed the French aside and became the dominant power in Haiti for decades to come” https://t.co/TCfq6Brxvk https://t.co/lmrU1Fetsw"
633,2022-05-24 10:31:52+00:00,ahmed90592910,@RaniaAlMashat @JayCollinsSays @Citibank ❤️🇪🇬🌺🌹
634,2022-05-24 10:23:53+00:00,amezingdeal1,"🌟[ Back ] Apply ₹499 Off Coupon : BeatXp Exercise Bike@ 4300

+ Loot if u Using Citi Bank Card@ 3870

🔗https://t.co/OxFJj5wHZL"
635,2022-05-24 10:23:50+00:00,parminder_love,@1shankarsharma Citibank too
